Municipality,Charging_stations
Puebla De Don Fadrique,0
Puebla De Don Rodrigo,0
Puebla De Guzmán,0
Puebla De La Calzada,0
Puebla De La Reina,0
Puebla De La Sierra,0
Puebla De Lillo,0
Puebla De Obando,0
Puebla De Pedraza,0
Puebla De San Medel,0
Puebla De San Miguel,0
Puebla De Sanabria,0
Puebla De Sancho Pérez,0
Puebla De Valles,0
Puebla De Yeltes,0
Puebla Del Maestre,0
Puebla Del Prior,0
Puebla Del Príncipe,0
Puebla Del Salvador,0
Pueblica De Valverde,0
Pueblonuevo De Miramontes,0
Pueblonuevo Del Guadiana,0
Puendeluna,0
Puente De Domingo Flórez,0
Puente De Génave,1
Puente De Montañana,0
Puente Del Congosto,0
Puente Genil,0
Puente La Reina De Jaca,0
Puente La Reina/Gares,0
Puente Viesgo,0
Puentedura,0
Puentes Viejas,0
Puertas,0
Puerto Castilla,0
Puerto De Béjar,0
Puerto De La Cruz,0
Puerto De San Vicente,0
Puerto De Santa Cruz,0
Puerto Del Rosario,0
Puerto Lumbreras,1
Puerto Lápice,0
Puerto Moral,0
Puerto Real,1
Puerto Seguro,0
Puerto Serrano,0
Puertollano,0
Puertomingalvo,0
Pueyo De Santa Cruz,0
Pueyo/Puiu,0
Puig-Reig,0
Puigcerdà,2
Puigdàlber,0
Puiggròs,0
Puigpelat,0
Puigpunyent,0
Puigverd D'Agramunt,0
Puigverd De Lleida,0
Pujalt,0
Pujerra,0
Pulgar,0
Pulianas,1
Pulpí,0
Punta Umbría,0
Puntagorda,0
Puntallana,0
Punxín,0
Puras,0
Purchena,0
Purujosa,0
Purullena,0
Puçol,0
Puértolas,0
Pájara,0
Pálmaces De Jadraque,0
Páramo De Boedo,0
Páramo Del Sil,0
Pétrola,0
Pías,0
Píñar,0
Pórtugos,0
Quart,0
Quart De Les Valls,0
Quart De Poblet,0
Quartell,0
Quatretonda,0
Quatretondeta,0
Quel,0
Quemada,0
Quer,0
Queralbs,0
Quero,0
Querol,0
Quesa,0
Quesada,0
Quicena,0
Quijorna,0
Quintana De La Serena,0
Quintana Del Castillo,0
Quintana Del Marco,0
Quintana Del Pidio,0
Quintana Del Puente,0
Quintana Redonda,0
Quintana Y Congosto,0
Quintanabureba,0
Quintanaortuño,0
Quintanapalla,0
Quintanar De La Orden,0
Quintanar De La Sierra,1
Quintanar Del Rey,0
Quintanas De Gormaz,0
Quintanavides,0
Quintanaélez,0
Quintanilla De Arriba,0
Quintanilla De La Mata,0
Quintanilla De Onsoña,0
Quintanilla De Onésimo,1
Quintanilla De Trigueros,0
Quintanilla De Urz,0
Quintanilla Del Agua Y Tordueles,0
Quintanilla Del Coco,0
Quintanilla Del Molar,0
Quintanilla Del Monte,0
Quintanilla Del Olmo,0
Quintanilla San García,0
Quintanilla Vivar,0
Quintela De Leirado,0
Quinto,0
Quiroga,0
Quiruelas De Vidriales,0
Quirós,0
Quismondo,0
Quiñonería,0
Quéntar,0
Rabanales,0
Rabanera,0
Rabanera Del Pinar,0
Rabé De Las Calzadas,0
Rabós,0
Rada De Haro,0
Rafal,1
Rafelbunyol,0
Rafelcofer,0
Rafelguaraf,0
Rairiz De Veiga,0
Rajadell,0
Ramales De La Victoria,0
Ramiro,0
Ramirás,0
Rapariegos,0
Rascafría,0
Rasines,0
Rasquera,0
Rasueros,0
Real,0
Real Sitio De San Ildefonso,1
Rebollar,0
Rebolledo De La Torre,0
Rebollo,0
Rebollosa De Jadraque,0
Recas,0
Recuerda,0
Redecilla Del Camino,0
Redecilla Del Campo,0
Redondela,0
Redován,0
Redueña,0
Regencós,0
Regueras De Arriba,0
Regumiel De La Sierra,0
Reina,0
Reinosa,4
Reinoso,0
Reinoso De Cerrato,0
Relleu,0
Rellinars,0
Rello,0
Remolinos,0
Remondo,0
Rena,0
Renau,0
Renedo De Esgueva,0
Renedo De La Vega,0
Renera,0
Renieblas,0
Reocín,4
Requejo,0
Requena,0
Requena De Campos,0
Respenda De La Peña,0
Retamal De Llerena,0
Retamoso De La Jara,0
Retascón,0
Retiendas,0
Retortillo,0
Retortillo De Soria,0
Retuerta,0
Retuerta Del Bullaque,0
Reus,5
Revellinos,0
Revenga De Campos,0
Revilla De Collazos,0
Revilla Del Campo,0
Revilla Vallejera,0
Revillarruz,0
Reyero,0
Rezmondo,0
Reznos,0
Reíllo,0
Riaguas De San Bartolomé,0
Rialp,1
Rianxo,0
Riaza,0
Riaño,0
Riba De Saelices,0
Riba-Roja D'Ebre,1
Riba-Roja De Túria,2
Ribadavia,0
Ribadedeva,0
Ribadeo,0
Ribadesella,0
Ribadumia,0
Ribaforada,0
Ribafrecha,0
Ribamontán Al Mar,2
Ribamontán Al Monte,0
Ribas De Campos,0
Ribas De Sil,0
Ribatejada,0
Ribeira,0
Ribeira De Piquín,0
Ribera D'Ondara,0
Ribera D'Urgellet,1
Ribera De Arriba,0
Ribera Del Fresno,0
Riberos De La Cueza,0
Ribes De Freser,0
Ribesalbes,0
Ribota,0
Ricla,0
Ricote,0
Riego De La Vega,0
Riello,0
Riells I Viabrea,0
Rielves,0
Rillo,0
Rillo De Gallo,0
Rincón De La Victoria,2
Rincón De Soto,0
Riner,0
Riocabado,0
Riocavado De La Sierra,0
Riodeva,0
Riofrío,0
Riofrío De Aliste,0
Riofrío De Riaza,0
Riofrío Del Llano,0
Riogordo,0
Rioja,0
Riola,0
Riolobos,0
Rionansa,0
Rionegro Del Puente,0
Riosa,0
Rioseco De Soria,0
Rioseco De Tapia,0
Riotorto,0
Riotuerto,0
Ripoll,2
Ripollet,2
Risco,0
Riu De Cerdanya,0
Riudarenes,0
Riudaura,0
Riudecanyes,0
Riudecols,0
Riudellots De La Selva,0
Riudoms,0
Riumors,0
Rivas-Vaciamadrid,5
Rivilla De Barajas,0
Riópar,0
Riós,0
Roa,0
Roales,0
Roales De Campos,0
Robladillo,0
Robleda,0
Robleda-Cervantes,0
Robledillo De Gata,0
Robledillo De La Jara,0
Robledillo De La Vera,0
Robledillo De Mohernando,0
Robledillo De Trujillo,0
Robledo,0
Robledo De Chavela,0
Robledo De Corpes,0
Robledo Del Mazo,0
Robledollano,0
Robliza De Cojos,0
Robregordo,0
Robres,0
Robres Del Castillo,0
Rocafort,1
Rocafort De Queralt,0
Rociana Del Condado,0
Roda De Berà,0
Roda De Eresma,0
Roda De Ter,1
Rodeiro,0
Rodezno,0
Rodonyà,0
Roelos De Sayago,0
Rois,0
Rojales,0
Rojas,0
Rollamienta,0
Rollán,0
Romangordo,0
Romanillos De Atienza,0
Romanones,0
Romanos,0
Romanzado/Erromantzatua,0
Roncal/Erronkari,0
Ronda,0
Roperuelos Del Páramo,0
Roquetas De Mar,4
Roquetes,0
Rosal De La Frontera,0
Rosalejo,0
Roses,4
Rosinos De La Requejada,0
Rossell,0
Rosselló,0
Rota,0
Rotglà I Corberà,0
Roturas,0
Royuela,0
Royuela De Río Franco,0
Rozalén Del Monte,0
Rozas De Puerto Real,0
Ruanes,0
Rubena,0
Rubiales,0
Rubielos De La Cérida,0
Rubielos De Mora,0
Rubite,0
Rubiá,0
Rubió,0
Rublacedo De Abajo,0
Rubí,1
Rubí De Bracamonte,0
Rucandio,0
Rueda,0
Rueda De Jalón,0
Rueda De La Sierra,0
Ruente,2
Ruesca,0
Ruesga,2
Rugat,0
Ruidera,0
Ruiloba,0
Rupit I Pruit,0
Rupià,0
Rus,0
Rute,0
Rábade,0
Rábano,0
Rábano De Aliste,0
Rábanos,0
Ráfales,0
Ráfol De Salem,0
Rágama,0
Rágol,0
Ròtova,1
Ródenas,0
Sa Pobla,1
Sabadell,0
Sabero,0
Sabiote,0
Sabiñán,0
Sabiñánigo,3
Sacañet,0
Sacecorbo,0
Saceda-Trasierra,0
Sacedón,0
Saceruela,0
Sacramenia,0
Sada,0
Saelices,0
Saelices De La Sal,0
Saelices De Mayorga,0
Saelices El Chico,0
Sagra,0
Sagunt/Sagunto,1
Sagàs,0
Sahagún,0
Sahún,0
Sajazarra,0
Salamanca,6
Salar,0
Salares,0
Salas,1
Salas Altas,0
Salas Bajas,0
Salas De Bureba,0
Salas De Los Infantes,1
Salce,0
Salceda De Caselas,0
Salcedillo,0
Saldaña,0
Saldaña De Burgos,0
Saldeana,0
Saldes,0
Salduero,0
Saldías,0
Saldón,0
Salem,0
Sales De Llierca,0
Salillas,0
Salillas De Jalón,0
Salinas,0
Salinas De Oro/Jaitz,0
Salinas De Pisuerga,0
Salinas Del Manzano,0
Salinillas De Bureba,0
Sallent,1
Sallent De Gállego,3
Salmeroncillos,0
Salmerón,0
Salmoral,0
Salobral,0
Salobre,0
Salobreña,0
Salomó,0
Salorino,0
Salou,2
Salt,1
Salteras,0
Salvacañete,0
Salvadiós,0
Salvador De Zapardiel,0
Salvaleón,0
Salvaterra De Miño,0
Salvatierra De Esca,0
Salvatierra De Los Barros,0
Salvatierra De Santiago,0
Salvatierra De Tormes,0
Salàs De Pallars,0
Samaniego,0
Samboal,0
Samir De Los Caños,0
Samos,0
Samper De Calanda,0
Samper Del Salz,0
San Adrián,0
San Adrián De Juarros,0
San Adrián Del Valle,0
San Agustín,0
San Agustín Del Guadalix,0
San Agustín Del Pozo,0
San Amaro,0
San Andrés Del Congosto,0
San Andrés Del Rabanedo,0
San Andrés Del Rey,0
San Andrés Y Sauces,0
San Antonio De Benagéber,0
San Asensio,0
San Bartolomé,0
San Bartolomé De Béjar,0
San Bartolomé De Corneja,0
San Bartolomé De La Torre,0
San Bartolomé De Las Abiertas,0
San Bartolomé De Pinares,0
San Bartolomé De Tirajana,0
San Carlos Del Valle,0
San Cebrián De Campos,0
San Cebrián De Castro,0
San Cebrián De Mazote,0
San Cebrián De Mudá,0
San Cibrao Das Viñas,0
San Clemente,0
San Cristovo De Cea,0
San Cristóbal De Boedo,0
San Cristóbal De Cuéllar,0
San Cristóbal De Entreviñas,0
San Cristóbal De La Cuesta,0
San Cristóbal De La Laguna,0
San Cristóbal De La Polantera,0
San Cristóbal De La Vega,0
San Cristóbal De Segovia,0
San Emiliano,0
San Esteban De Gormaz,0
San Esteban De La Sierra,0
San Esteban De Litera,0
San Esteban De Los Patos,0
San Esteban De Nogales,0
San Esteban De Zapardiel,0
San Esteban Del Molar,0
San Esteban Del Valle,0
San Felices,0
San Felices De Buelna,0
San Felices De Los Gallegos,0
San Fernando,0
San Fernando De Henares,0
San Fulgencio,0
San García De Ingelmos,0
San Isidro,0
San Javier,3
San José Del Valle,0
San Juan De Aznalfarache,0
San Juan De Gredos,0
San Juan De La Encinilla,0
San Juan De La Nava,0
San Juan De La Rambla,0
San Juan De Plan,0
San Juan Del Molinillo,0
San Juan Del Monte,0
San Juan Del Olmo,0
San Juan Del Puerto,1
San Justo,0
San Justo De La Vega,0
San Leonardo De Yagüe,0
San Llorente,0
San Lorenzo De Calatrava,0
San Lorenzo De El Escorial,1
San Lorenzo De La Parrilla,0
San Lorenzo De Tormes,0
San Mamés De Burgos,0
San Mamés De Campos,0
San Martín De Boniches,0
San Martín De La Vega,0
San Martín De La Vega Del Alberche,0
San Martín De La Virgen De Moncayo,0
San Martín De Montalbán,0
San Martín De Oscos,0
San Martín De Pusa,0
San Martín De Rubiales,0
San Martín De Trevejo,1
San Martín De Unx,0
San Martín De Valdeiglesias,0
San Martín De Valderaduey,0
San Martín De Valvení,0
San Martín Del Castañar,0
San Martín Del Pimpollar,0
San Martín Del Rey Aurelio,0
San Martín Del Río,0
San Martín Del Tesorillo,0
San Martín Y Mudrián,0
San Mateo De Gállego,0
San Miguel De Abona,0
San Miguel De Aguayo,0
San Miguel De Bernuy,0
San Miguel De Corneja,0
San Miguel De La Ribera,0
San Miguel De Salinas,0
San Miguel De Serrezuela,0
San Miguel De Valero,0
San Miguel Del Arroyo,0
San Miguel Del Cinca,0
San Miguel Del Pino,0
San Miguel Del Robledo,0
San Miguel Del Valle,0
San Millán De La Cogolla,0
San Millán De Lara,0
San Millán De Los Caballeros,0
San Millán De Yécora,0
San Millán/Donemiliaga,2
San Morales,0
San Muñoz,0
San Nicolás Del Puerto,0
San Pablo De La Moraleja,0
San Pablo De Los Montes,0
San Pascual,0
San Pedro,0
San Pedro Bercianos,0
San Pedro De Ceque,0
San Pedro De Gaíllos,0
San Pedro De La Nave-Almendra,0
San Pedro De Latarce,0
San Pedro De Mérida,0
San Pedro De Rozados,0
San Pedro Del Arroyo,0
San Pedro Del Pinatar,2
San Pedro Del Romeral,0
San Pedro Del Valle,0
San Pedro Manrique,0
San Pedro Palmiches,0
San Pelayo,0
San Pelayo De Guareña,0
San Rafael Del Río,0
San Román De Cameros,0
San Román De Hornija,0
San Román De La Cuba,0
San Román De Los Montes,0
San Roque,0
San Roque De Riomiera,0
San Sadurniño,0
San Salvador,0
San Sebastián De La Gomera,0
San Sebastián De Los Ballesteros,0
San Sebastián De Los Reyes,3
San Silvestre De Guzmán,0
San Tirso De Abres,0
San Torcuato,0
San Vicente De Alcántara,0
San Vicente De Arévalo,0
San Vicente De La Barquera,2
San Vicente De La Cabeza,0
San Vicente De La Sonsierra,0
San Vicente Del Palacio,0
San Vicente Del Valle,0
San Vitero,0
San Xoán De Río,0
Sanaüja,0
Sancedo,0
Sanchidrián,0
Sanchonuño,0
Sanchorreja,0
Sanchotello,0
Sanchón De La Ribera,0
Sanchón De La Sagrada,0
Sancti-Spíritus,0
Sandiás,0
Sando,0
Sanet Y Negrals,0
Sangarcía,0
Sangarrén,0
Sangüesa/Zangoza,0
Sanlúcar De Barrameda,0
Sanlúcar De Guadiana,0
Sanlúcar La Mayor,0
Sansol,0
Sant Adrià De Besòs,1
Sant Agustí De Lluçanès,0
Sant Andreu De La Barca,2
Sant Andreu De Llavaneres,1
Sant Andreu Salou,0
Sant Aniol De Finestres,0
Sant Antoni De Portmany,1
Sant Antoni De Vilamajor,0
Sant Bartomeu Del Grau,0
Sant Boi De Llobregat,0
Sant Boi De Lluçanès,0
Sant Cebrià De Vallalta,0
Sant Celoni,0
Sant Climent De Llobregat,0
Sant Climent Sescebes,0
Sant Cugat Del Vallès,3
Sant Cugat Sesgarrigues,1
Sant Esteve De La Sarga,0
Sant Esteve De Palautordera,0
Sant Esteve Sesrovires,3
Sant Feliu De Buixalleu,0
Sant Feliu De Codines,1
Sant Feliu De Guíxols,3
Sant Feliu De Llobregat,2
Sant Feliu De Pallerols,0
Sant Feliu Sasserra,0
Sant Ferriol,0
Sant Fost De Campsentelles,1
Sant Fruitós De Bages,5
Sant Gregori,0
Sant Guim De Freixenet,0
Sant Guim De La Plana,0
Sant Hilari Sacalm,0
Sant Hipòlit De Voltregà,0
Sant Iscle De Vallalta,0
Sant Jaume D'Enveja,0
Sant Jaume De Frontanyà,0
Sant Jaume De Llierca,0
Sant Jaume Dels Domenys,0
Sant Joan,0
Sant Joan D'Alacant,0
Sant Joan De Labritja,0
Sant Joan De Les Abadesses,2
Sant Joan De Mollet,0
Sant Joan De Moró,0
Sant Joan De Vilatorrada,0
Sant Joan Despí,2
Sant Joan Les Fonts,0
Sant Joanet,0
Sant Jordi Desvalls,0
Sant Jordi/San Jorge,0
Sant Josep De Sa Talaia,0
Sant Julià De Cerdanyola,0
Sant Julià De Ramis,0
Sant Julià De Vilatorta,0
Sant Julià Del Llor I Bonmatí,0
Sant Just Desvern,0
Sant Llorenç D'Hortons,0
Sant Llorenç De La Muga,1
Sant Llorenç De Morunys,1
Sant Llorenç Des Cardassar,6
Sant Llorenç Savall,0
Sant Lluís,0
Sant Martí D'Albars,0
Sant Martí De Centelles,0
Sant Martí De Llémena,0
Sant Martí De Riucorb,0
Sant Martí De Tous,0
Sant Martí Sarroca,0
Sant Martí Sesgueioles,0
Sant Martí Vell,0
Sant Mateu,0
Sant Mateu De Bages,0
Sant Miquel De Campmajor,0
Sant Miquel De Fluvià,0
Sant Mori,0
Sant Pau De Segúries,0
Sant Pere De Ribes,4
Sant Pere De Riudebitlles,0
Sant Pere De Torelló,0
Sant Pere De Vilamajor,0
Sant Pere Pescador,1
Sant Pere Sallavinera,0
Sant Pol De Mar,2
Sant Quintí De Mediona,0
Sant Quirze De Besora,0
Sant Quirze Del Vallès,0
Sant Quirze Safaja,0
Sant Ramon,0
Sant Sadurní D'Anoia,0
Sant Sadurní D'Osormort,0
Sant Salvador De Guardiola,0
Sant Vicent Del Raspeig/San Vicente Del Raspeig,3
Sant Vicenç De Castellet,1
Sant Vicenç De Montalt,1
Sant Vicenç De Torelló,0
Sant Vicenç Dels Horts,1
Santa Amalia,0
Santa Ana,0
Santa Ana De Pusa,0
Santa Ana La Real,0
Santa Brígida,0
Santa Bàrbara,1
Santa Bárbara De Casa,0
Santa Cecilia,0
Santa Cecilia Del Alcor,0
Santa Cecília De Voltregà,0
Santa Cilia,0
Santa Clara De Avedillo,0
Santa Coloma,0
Santa Coloma De Cervelló,0
Santa Coloma De Farners,0
Santa Coloma De Gramenet,2
Santa Coloma De Queralt,1
Santa Colomba De Curueño,0
Santa Colomba De Las Monjas,0
Santa Colomba De Somoza,0
Santa Comba,0
Santa Cristina D'Aro,0
Santa Cristina De La Polvorosa,0
Santa Cristina De Valmadrigal,0
Santa Croya De Tera,0
Santa Cruz De Bezana,0
Santa Cruz De Boedo,0
Santa Cruz De Grío,0
Santa Cruz De La Palma,0
Santa Cruz De La Salceda,0
Santa Cruz De La Serós,0
Santa Cruz De La Sierra,0
Santa Cruz De La Zarza,3
Santa Cruz De Los Cáñamos,0
Santa Cruz De Marchena,0
Santa Cruz De Moncayo,0
Santa Cruz De Moya,0
Santa Cruz De Mudela,0
Santa Cruz De Nogueras,0
Santa Cruz De Paniagua,0
Santa Cruz De Pinares,0
Santa Cruz De Tenerife,0
Santa Cruz De Yanguas,0
Santa Cruz Del Comercio,0
Santa Cruz Del Retamar,0
Santa Cruz Del Valle,0
Santa Cruz Del Valle Urbión,0
Santa Elena,0
Santa Elena De Jamuz,0
Santa Engracia Del Jubera,0
Santa Eufemia,0
Santa Eufemia Del Arroyo,0
Santa Eufemia Del Barco,0
Santa Eugènia,0
Santa Eugènia De Berga,0
Santa Eulalia,0
Santa Eulalia Bajera,0
Santa Eulalia De Gállego,0
Santa Eulalia De Oscos,0
Santa Eulàlia De Riuprimer,0
Santa Eulàlia De Ronçana,0
Santa Eulària Des Riu,1
Santa Fe,0
Santa Fe De Mondújar,0
Santa Fe Del Penedès,0
Santa Gadea Del Cid,0
Santa Inés,0
Santa Llogaia D'Àlguema,0
Santa Lucía De Tirajana,0
Santa Magdalena De Pulpis,1
Santa Margalida,2
Santa Margarida De Montbui,0
Santa Margarida I Els Monjos,0
Santa Maria D'Oló,0
Santa Maria De Besora,0
Santa Maria De Martorelles,0
Santa Maria De Merlès,0
Santa Maria De Miralles,0
Santa Maria De Palautordera,0
Santa Marina Del Rey,0
Santa Marta,0
Santa Marta De Magasca,0
Santa Marta De Tormes,0
Santa Marta Del Cerro,0
Santa María De Cayón,1
Santa María De Dulcis,0
Santa María De Guía De Gran Canaria,0
Santa María De Huerta,0
Santa María De La Alameda,0
Santa María De La Isla,0
Santa María De La Vega,0
Santa María De Las Hoyas,0
Santa María De Los Caballeros,0
Santa María De Los Llanos,0
Santa María De Ordás,0
Santa María De Sando,0
Santa María De Valverde,0
Santa María Del Arroyo,0
Santa María Del Berrocal,0
Santa María Del Campo,0
Santa María Del Campo Rus,0
Santa María Del Camí,6
Santa María Del Cubillo,0
Santa María Del Invierno,0
Santa María Del Mercadillo,0
Santa María Del Monte De Cea,0
Santa María Del Páramo,0
Santa María Del Tiétar,0
Santa María Del Val,0
Santa María La Real De Nieva,0
Santa María Rivarredonda,0
Santa Olalla,0
Santa Olalla De Bureba,0
Santa Olalla Del Cala,0
Santa Oliva,2
Santa Pau,1
Santa Perpètua De Mogoda,1
Santa Pola,1
Santa Susanna,1
Santa Úrsula,0
Santacara,0
Santaella,0
Santaliestra Y San Quílez,0
Santander,13
Santanyí,0
Santas Martas,0
Santed,0
Santervás De Campos,0
Santervás De La Vega,0
Santiago De Alcántara,0
Santiago De Calatrava,0
Santiago De Compostela,1
Santiago De La Puebla,0
Santiago Del Campo,0
Santiago Del Collado,0
Santiago Del Teide,0
Santiago Del Tormes,0
Santiago Millas,0
Santiago-Pontones,0
Santibáñez De Béjar,0
Santibáñez De Ecla,0
Santibáñez De Esgueva,0
Santibáñez De La Peña,0
Santibáñez De La Sierra,0
Santibáñez De Tera,0
Santibáñez De Valcorba,0
Santibáñez De Vidriales,0
Santibáñez Del Val,0
Santibáñez El Alto,0
Santibáñez El Bajo,0
Santillana Del Mar,1
Santiponce,0
Santiso,0
Santisteban Del Puerto,0
Santiurde De Reinosa,0
Santiurde De Toranzo,0
Santiuste,0
Santiuste De Pedraza,0
Santiuste De San Juan Bautista,0
Santiz,0
Santo Adriano,0
Santo Domingo De La Calzada,2
Santo Domingo De Las Posadas,0
Santo Domingo De Pirón,0
Santo Domingo De Silos,2
Santo Domingo-Caudilla,0
Santo Tomé,0
Santo Tomé De Zabarcos,0
Santo Tomé Del Puerto,2
Santomera,0
Santorcaz,0
Santovenia,0
Santovenia De La Valdoncina,0
Santovenia De Pisuerga,0
Santoyo,0
Santoña,0
Santpedor,1
Santurde De Rioja,0
Santurdejo,0
Santurtzi,0
Sanxenxo,0
Sanzoles,0
Sardón De Duero,1
Sardón De Los Frailes,0
Sargentes De La Lora,0
Sariego,0
Sariegos,0
Sariñena,0
Saro,0
Sarracín,1
Sarral,0
Sarreaus,0
Sarria,1
Sarrià De Ter,0
Sarriés/Sartze,0
Sarrión,0
Sarroca De Bellera,0
Sarroca De Lleida,0
Sartaguda,0
Sartajada,0
Sasamón,0
Saucedilla,0
Saucelle,0
Sauquillo De Cabezas,0
"Saus, Camallera I Llampaies",0
Savallà Del Comtat,0
Sax,0
Sayalonga,0
Sayatón,0
Saúca,0
Sebúlcor,0
Secastilla,0
Sedaví,0
Sedella,0
Sediles,0
Segart,0
Segorbe,2
Segovia,1
Segura,0
Segura De La Sierra,0
Segura De León,0
Segura De Los Baños,0
Segura De Toro,0
Segurilla,0
Seira,0
Selas,0
Selaya,0
Sella,0
Sellent,0
Selva,3
Semillas,0
Sempere,0
Sena,0
Sena De Luna,0
Senan,0
Sencelles,1
Senija,0
Seno,0
Senterada,0
Sentmenat,1
Senyera,0
Senés,0
Senés De Alcubierre,0
Sepulcro-Hilario,0
Sepúlveda,1
Sequera De Fresno,0
Sequeros,0
Serinyà,0
Serra,0
Serra De Daró,0
Serrada,0
Serradilla,0
Serradilla Del Arroyo,0
Serradilla Del Llano,0
Serranillos,0
Serranillos Del Valle,0
Serrato,0
Serrejón,0
Seròs,0
Serón,0
Serón De Nágima,0
Ses Salines,3
Sesa,0
Seseña,0
Sesma,0
Sestao,0
Sestrica,0
Sesué,0
Setcases,0
Setenil De Las Bodegas,0
Setiles,0
Seva,0
Sevilla,4
Sevilla La Nueva,0
Sevilleja De La Jara,0
Sidamon,0
Sienes,0
Siero,11
Sierra De Aralar,0
Sierra De Fuentes,0
Sierra De Lokiz,0
Sierra De Luna,0
Sierra De Yeguas,0
Sierra Engarcerán,0
Sierro,0
Siete Aguas,0
Siete Iglesias De Trabancos,0
Sieteiglesias De Tormes,0
Sigeres,0
Sigüenza,3
Sigüés,0
Siles,0
Silla,0
Silleda,0
Sils,0
Simancas,0
Simat De La Valldigna,0
Sinarcas,0
Sineu,0
Singra,0
Sinlabajos,0
Siruela,0
Sisamón,0
Sisante,0
Sitges,4
Siurana,0
Siétamo,0
Soba,1
Sober,0
Sobradiel,0
Sobradillo,0
Sobrado,0
Sobremunt,0
Sobrescobio,2
Socovos,0
Socuéllamos,0
Sojuela,0
Solana De Los Barros,0
Solana De Rioalmar,0
Solana De Ávila,0
Solana Del Pino,0
Solanillos Del Extremo,0
Solarana,0
Solera De Gabaldón,0
Soliedra,0
Solivella,0
Sollana,0
Solosancho,0
Solsona,2
Solórzano,0
Somiedo,0
Somolinos,0
Somontín,0
Somosierra,0
Son Servera,1
Soncarazo,0
Sondika,1
Soneja,0
Sonseca,0
Sopeira,0
Sopela,0
Soportújar,0
Sopuerta,0
Sora,0
Soraluze-Placencia De Las Armas,0
Sorbas,0
Sordillos,0
Soria,1
Soriguera,0
Sorihuela,0
Sorihuela Del Guadalimar,0
Sorlada,0
Sort,0
Sorvilán,0
Sorzano,0
Sos Del Rey Católico,0
Soses,0
Sot De Chera,0
Sot De Ferrer,0
Sotalbo,0
Sotillo,0
Sotillo De La Adrada,0
Sotillo De La Ribera,0
Sotillo De Las Palomas,0
Sotillo Del Rincón,0
Soto De Cerrato,0
Soto De La Vega,0
Soto Del Barco,0
Soto Del Real,0
Soto En Cameros,0
Soto Y Amío,0
Sotobañado Y Priorato,0
Sotodosos,0
Sotorribas,0
Sotosalbos,0
Sotoserrano,0
Sotragero,0
Sotresgudo,0
Sotés,0
Soutomaior,0
Suances,1
Subirats,0
Sudanell,0
Sueca,0
Suellacabras,0
Sueras/Suera,0
Suflí,0
Sukarrieta,0
Sumacàrcer,0
Sunbilla,0
Sunyer,0
Susinos Del Páramo,0
Susqueda,0
Sádaba,0
Sástago,0
Sóller,0
Súria,0
Tabanera De Cerrato,0
Tabanera De Valdavia,0
Tabanera La Luenga,0
Tabera De Abajo,0
Tabernas,0
Taberno,0
Taboada,0
Taboadela,0
Tabuenca,0
Tacoronte,0
Tafalla,0
Tagamanent,0
Tahal,0
Tajahuerce,0
Tajueco,0
Talamanca,0
Talamanca De Jarama,0
Talamantes,0
Talarn,0
Talarrubias,2
Talavera,0
Talavera De La Reina,6
Talavera La Real,0
Talaveruela De La Vera,0
Talaván,0
Talayuela,0
Talayuelas,0
Tales,0
Talveila,0
Tamajón,0
Tamames,0
Tamarite De Litera,0
Tamariz De Campos,0
Tamarón,0
Tamurejo,0
Tapia,0
Tapioles,0
Taradell,0
Taragudo,0
Taramundi,1
Tarancón,0
Taravilla,0
Tarazona,0
Tarazona De Guareña,0
Tarazona De La Mancha,0
Tardajos,0
Tardelcuende,0
Tardienta,0
Tardáguila,0
Tariego De Cerrato,0
Tarifa,0
Taroda,0
Tarragona,12
Tarroja De Segarra,0
Tarrés,0
Tartanedo,0
Tauste,0
Tavernes Blanques,0
Tavernes De La Valldigna,0
Tavertet,0
Tavèrnoles,0
Tazacorte,0
Teba,0
Tegueste,0
Teguise,0
Teià,0
Tejada,0
Tejadillos,0
Tejado,0
Tejeda,0
Tejeda De Tiétar,0
Tejeda Y Segoyuela,0
Telde,0
Tella-Sin,0
Tembleque,0
Tendilla,0
Tenebrón,0
Teo,0
Teresa,0
Teresa De Cofrentes,0
Teror,0
Terque,0
Terrades,0
Terradillos,0
Terradillos De Esgueva,0
Terrassa,2
Terrateig,0
Terrer,0
Terriente,0
Terrinches,0
Terroba,0
Teruel,0
Terzaga,0
Teulada,0
Teverga,0
Tiana,0
Tibi,0
Tiebas-Muruarte De Reta,0
Tiedra,0
Tielmes,0
Tierga,0
Tierz,0
Tierzo,0
Tijarafe,0
Tinajas,0
Tinajo,0
Tineo,0
Tinieblas De La Sierra,0
Tirapu,0
Tirgo,0
Titaguas,0
Titulcia,0
Tiurana,0
Tivenys,0
Tivissa,0
Tiétar,0
Tiñosillos,0
Tobar,0
Tobarra,0
Tobed,0
Tobía,0
Tocina,0
Todolella,0
Toga,0
Tolbaños,0
Toledo,1
Tollos,0
Tolocirio,0
Tolosa,0
Tolox,0
Tolva,0
Tomares,3
Tomelloso,0
Tomiño,0
Tona,2
Topas,0
Toques,0
Toral De Los Guzmanes,0
Toral De Los Vados,1
Tordehumos,0
Tordellego,0
Tordelrábano,0
Tordera,7
Tordesillas,3
Tordesilos,0
Tordillos,0
Tordoia,0
Tordómar,0
Torelló,0
Toreno,0
Torija,0
Toril,0
Toril Y Masegoso,0
Torla-Ordesa,0
