Municipality,M4_raw
Puebla De Don Fadrique,1
Puebla De Don Rodrigo,0
Puebla De Guzmán,0
Puebla De La Calzada,0
Puebla De La Reina,1
Puebla De La Sierra,0
Puebla De Lillo,3
Puebla De Obando,0
Puebla De Pedraza,0
Puebla De San Medel,0
Puebla De San Miguel,0
Puebla De Sanabria,0
Puebla De Sancho Pérez,1
Puebla De Valles,0
Puebla De Yeltes,0
Puebla Del Maestre,0
Puebla Del Prior,0
Puebla Del Príncipe,0
Puebla Del Salvador,0
Pueblica De Valverde,0
Pueblonuevo De Miramontes,0
Pueblonuevo Del Guadiana,0
Puendeluna,0
Puente De Domingo Flórez,0
Puente De Génave,0
Puente De Montañana,0
Puente Del Congosto,1
Puente Genil,0
Puente La Reina De Jaca,1
Puente La Reina/Gares,2
Puente Viesgo,9
Puentedura,0
Puentes Viejas,1
Puertas,0
Puerto Castilla,0
Puerto De Béjar,1
Puerto De La Cruz,0
Puerto De San Vicente,0
Puerto De Santa Cruz,0
Puerto Del Rosario,0
Puerto Lumbreras,0
Puerto Lápice,1
Puerto Moral,0
Puerto Real,46
Puerto Seguro,0
Puerto Serrano,0
Puertollano,0
Puertomingalvo,0
Pueyo De Santa Cruz,0
Pueyo/Puiu,1
Puig-Reig,8
Puigcerdà,3
Puigdàlber,0
Puiggròs,1
Puigpelat,0
Puigpunyent,7
Puigverd D'Agramunt,0
Puigverd De Lleida,4
Pujalt,0
Pujerra,1
Pulgar,0
Pulianas,13
Pulpí,1
Punta Umbría,8
Puntagorda,0
Puntallana,0
Punxín,0
Puras,0
Purchena,0
Purujosa,0
Purullena,0
Puçol,9
Puértolas,1
Pájara,0
Pálmaces De Jadraque,0
Páramo De Boedo,0
Páramo Del Sil,0
Pétrola,0
Pías,0
Píñar,1
Pórtugos,0
Quart,3
Quart De Les Valls,0
Quart De Poblet,18
Quartell,0
Quatretonda,0
Quatretondeta,1
Quel,0
Quemada,1
Quer,0
Queralbs,0
Quero,0
Querol,0
Quesa,0
Quesada,3
Quicena,1
Quijorna,8
Quintana De La Serena,0
Quintana Del Castillo,0
Quintana Del Marco,0
Quintana Del Pidio,0
Quintana Del Puente,0
Quintana Redonda,1
Quintana Y Congosto,0
Quintanabureba,0
Quintanaortuño,1
Quintanapalla,0
Quintanar De La Orden,5
Quintanar De La Sierra,0
Quintanar Del Rey,0
Quintanas De Gormaz,0
Quintanavides,0
Quintanaélez,0
Quintanilla De Arriba,0
Quintanilla De La Mata,0
Quintanilla De Onsoña,0
Quintanilla De Onésimo,0
Quintanilla De Trigueros,0
Quintanilla De Urz,0
Quintanilla Del Agua Y Tordueles,1
Quintanilla Del Coco,1
Quintanilla Del Molar,0
Quintanilla Del Monte,0
Quintanilla Del Olmo,0
Quintanilla San García,0
Quintanilla Vivar,2
Quintela De Leirado,0
Quinto,0
Quiroga,1
Quiruelas De Vidriales,0
Quirós,12
Quismondo,0
Quiñonería,0
Quéntar,3
Rabanales,1
Rabanera,0
Rabanera Del Pinar,1
Rabé De Las Calzadas,0
Rabós,0
Rada De Haro,0
Rafal,0
Rafelbunyol,0
Rafelcofer,0
Rafelguaraf,0
Rairiz De Veiga,0
Rajadell,3
Ramales De La Victoria,0
Ramiro,0
Ramirás,0
Rapariegos,0
Rascafría,5
Rasines,0
Rasquera,0
Rasueros,0
Real,0
Real Sitio De San Ildefonso,8
Rebollar,1
Rebolledo De La Torre,0
Rebollo,0
Rebollosa De Jadraque,0
Recas,0
Recuerda,0
Redecilla Del Camino,2
Redecilla Del Campo,0
Redondela,55
Redován,0
Redueña,0
Regencós,1
Regueras De Arriba,0
Regumiel De La Sierra,0
Reina,0
Reinosa,4
Reinoso,0
Reinoso De Cerrato,0
Relleu,0
Rellinars,2
Rello,0
Remolinos,0
Remondo,0
Rena,0
Renau,0
Renedo De Esgueva,2
Renedo De La Vega,0
Renera,2
Renieblas,1
Reocín,7
Requejo,0
Requena,1
Requena De Campos,0
Respenda De La Peña,0
Retamal De Llerena,0
Retamoso De La Jara,0
Retascón,1
Retiendas,0
Retortillo,0
Retortillo De Soria,0
Retuerta,1
Retuerta Del Bullaque,1
Reus,176
Revellinos,0
Revenga De Campos,0
Revilla De Collazos,0
Revilla Del Campo,1
Revilla Vallejera,0
Revillarruz,1
Reyero,0
Rezmondo,0
Reznos,0
Reíllo,0
Riaguas De San Bartolomé,0
Rialp,1
Rianxo,3
Riaza,0
Riaño,1
Riba De Saelices,0
Riba-Roja D'Ebre,0
Riba-Roja De Túria,5
Ribadavia,0
Ribadedeva,4
Ribadeo,3
Ribadesella,9
Ribadumia,12
Ribaforada,0
Ribafrecha,0
Ribamontán Al Mar,7
Ribamontán Al Monte,3
Ribas De Campos,0
Ribas De Sil,1
Ribatejada,2
Ribeira,3
Ribeira De Piquín,0
Ribera D'Ondara,0
Ribera D'Urgellet,0
Ribera De Arriba,4
Ribera Del Fresno,0
Riberos De La Cueza,0
Ribes De Freser,0
Ribesalbes,0
Ribota,1
Ricla,0
Ricote,0
Riego De La Vega,0
Riello,0
Riells I Viabrea,2
Rielves,0
Rillo,0
Rillo De Gallo,1
Rincón De La Victoria,155
Rincón De Soto,0
Riner,0
Riocabado,0
Riocavado De La Sierra,0
Riodeva,0
Riofrío,0
Riofrío De Aliste,0
Riofrío De Riaza,0
Riofrío Del Llano,1
Riogordo,1
Rioja,1
Riola,0
Riolobos,0
Rionansa,5
Rionegro Del Puente,0
Riosa,0
Rioseco De Soria,0
Rioseco De Tapia,0
Riotorto,0
Riotuerto,5
Ripoll,3
Ripollet,37
Risco,0
Riu De Cerdanya,1
Riudarenes,2
Riudaura,0
Riudecanyes,1
Riudecols,1
Riudellots De La Selva,5
Riudoms,2
Riumors,2
Rivas-Vaciamadrid,86
Rivilla De Barajas,0
Riópar,0
Riós,1
Roa,0
Roales,0
Roales De Campos,0
Robladillo,0
Robleda,0
Robleda-Cervantes,2
Robledillo De Gata,0
Robledillo De La Jara,1
Robledillo De La Vera,0
Robledillo De Mohernando,0
Robledillo De Trujillo,0
Robledo,3
Robledo De Chavela,25
Robledo De Corpes,0
Robledo Del Mazo,1
Robledollano,1
Robliza De Cojos,1
Robregordo,0
Robres,0
Robres Del Castillo,0
Rocafort,0
Rocafort De Queralt,0
Rociana Del Condado,3
Roda De Berà,13
Roda De Eresma,0
Roda De Ter,2
Rodeiro,2
Rodezno,0
Rodonyà,0
Roelos De Sayago,0
Rois,19
Rojales,2
Rojas,0
Rollamienta,0
Rollán,0
Romangordo,0
Romanillos De Atienza,0
Romanones,0
Romanos,0
Romanzado/Erromantzatua,4
Roncal/Erronkari,1
Ronda,0
Roperuelos Del Páramo,0
Roquetas De Mar,0
Roquetes,0
Rosal De La Frontera,2
Rosalejo,0
Roses,34
Rosinos De La Requejada,0
Rossell,0
Rosselló,6
Rota,9
Rotglà I Corberà,0
Roturas,0
Royuela,1
Royuela De Río Franco,0
Rozalén Del Monte,1
Rozas De Puerto Real,2
Ruanes,0
Rubena,0
Rubiales,0
Rubielos De La Cérida,0
Rubielos De Mora,0
Rubite,0
Rubiá,0
Rubió,0
Rublacedo De Abajo,0
Rubí,253
Rubí De Bracamonte,0
Rucandio,0
Rueda,0
Rueda De Jalón,0
Rueda De La Sierra,1
Ruente,4
Ruesca,0
Ruesga,0
Rugat,0
Ruidera,0
Ruiloba,3
Rupit I Pruit,1
Rupià,0
Rus,0
Rute,2
Rábade,0
Rábano,1
Rábano De Aliste,0
Rábanos,0
Ráfales,0
Ráfol De Salem,1
Rágama,1
Rágol,0
Ròtova,3
Ródenas,0
Sa Pobla,5
Sabadell,393
Sabero,0
Sabiote,0
Sabiñán,0
Sabiñánigo,24
Sacañet,0
Sacecorbo,1
Saceda-Trasierra,0
Sacedón,0
Saceruela,0
Sacramenia,0
Sada,24
Saelices,0
Saelices De La Sal,0
Saelices De Mayorga,0
Saelices El Chico,0
Sagra,1
Sagunt/Sagunto,4
Sagàs,0
Sahagún,1
Sahún,3
Sajazarra,0
Salamanca,343
Salar,0
Salares,0
Salas,4
Salas Altas,0
Salas Bajas,0
Salas De Bureba,1
Salas De Los Infantes,1
Salce,0
Salceda De Caselas,3
Salcedillo,0
Saldaña,1
Saldaña De Burgos,2
Saldeana,0
Saldes,1
Salduero,0
Saldías,1
Saldón,0
Salem,0
Sales De Llierca,0
Salillas,0
Salillas De Jalón,0
Salinas,0
Salinas De Oro/Jaitz,0
Salinas De Pisuerga,0
Salinas Del Manzano,0
Salinillas De Bureba,0
Sallent,4
Sallent De Gállego,6
Salmeroncillos,1
Salmerón,0
Salmoral,0
Salobral,0
Salobre,0
Salobreña,8
Salomó,0
Salorino,1
Salou,39
Salt,19
Salteras,3
Salvacañete,0
Salvadiós,0
Salvador De Zapardiel,0
Salvaleón,0
Salvaterra De Miño,4
Salvatierra De Esca,1
Salvatierra De Los Barros,0
Salvatierra De Santiago,0
Salvatierra De Tormes,0
Salàs De Pallars,0
Samaniego,2
Samboal,0
Samir De Los Caños,0
Samos,7
Samper De Calanda,0
Samper Del Salz,0
San Adrián,0
San Adrián De Juarros,0
San Adrián Del Valle,0
San Agustín,0
San Agustín Del Guadalix,4
San Agustín Del Pozo,0
San Amaro,0
San Andrés Del Congosto,0
San Andrés Del Rabanedo,7
San Andrés Del Rey,0
San Andrés Y Sauces,0
San Antonio De Benagéber,10
San Asensio,0
San Bartolomé,0
San Bartolomé De Béjar,1
San Bartolomé De Corneja,0
San Bartolomé De La Torre,6
San Bartolomé De Las Abiertas,0
San Bartolomé De Pinares,0
San Bartolomé De Tirajana,0
San Carlos Del Valle,0
San Cebrián De Campos,0
San Cebrián De Castro,1
San Cebrián De Mazote,0
San Cebrián De Mudá,0
San Cibrao Das Viñas,0
San Clemente,0
San Cristovo De Cea,0
San Cristóbal De Boedo,0
San Cristóbal De Cuéllar,0
San Cristóbal De Entreviñas,2
San Cristóbal De La Cuesta,1
San Cristóbal De La Laguna,0
San Cristóbal De La Polantera,0
San Cristóbal De La Vega,2
San Cristóbal De Segovia,7
San Emiliano,2
San Esteban De Gormaz,1
San Esteban De La Sierra,0
San Esteban De Litera,0
San Esteban De Los Patos,0
San Esteban De Nogales,0
San Esteban De Zapardiel,0
San Esteban Del Molar,2
San Esteban Del Valle,0
San Felices,0
San Felices De Buelna,5
San Felices De Los Gallegos,0
San Fernando,25
San Fernando De Henares,65
San Fulgencio,9
San García De Ingelmos,0
San Isidro,0
San Javier,52
San José Del Valle,0
San Juan De Aznalfarache,16
San Juan De Gredos,0
San Juan De La Encinilla,0
San Juan De La Nava,0
San Juan De La Rambla,0
San Juan De Plan,0
San Juan Del Molinillo,0
San Juan Del Monte,1
San Juan Del Olmo,0
San Juan Del Puerto,4
San Justo,0
San Justo De La Vega,0
San Leonardo De Yagüe,2
San Llorente,0
San Lorenzo De Calatrava,0
San Lorenzo De El Escorial,21
San Lorenzo De La Parrilla,0
San Lorenzo De Tormes,1
San Mamés De Burgos,2
San Mamés De Campos,1
San Martín De Boniches,0
San Martín De La Vega,51
San Martín De La Vega Del Alberche,1
San Martín De La Virgen De Moncayo,0
San Martín De Montalbán,0
San Martín De Oscos,0
San Martín De Pusa,0
San Martín De Rubiales,1
San Martín De Trevejo,0
San Martín De Unx,2
San Martín De Valdeiglesias,10
San Martín De Valderaduey,0
San Martín De Valvení,0
San Martín Del Castañar,0
San Martín Del Pimpollar,0
San Martín Del Rey Aurelio,9
San Martín Del Río,0
San Martín Del Tesorillo,0
San Martín Y Mudrián,0
San Mateo De Gállego,3
San Miguel De Abona,0
San Miguel De Aguayo,0
San Miguel De Bernuy,0
San Miguel De Corneja,1
San Miguel De La Ribera,0
San Miguel De Salinas,2
San Miguel De Serrezuela,0
San Miguel De Valero,0
San Miguel Del Arroyo,1
San Miguel Del Cinca,0
San Miguel Del Pino,0
San Miguel Del Robledo,0
San Miguel Del Valle,0
San Millán De La Cogolla,0
San Millán De Lara,1
San Millán De Los Caballeros,0
San Millán De Yécora,0
San Millán/Donemiliaga,16
San Morales,0
San Muñoz,1
San Nicolás Del Puerto,0
San Pablo De La Moraleja,0
San Pablo De Los Montes,0
San Pascual,0
San Pedro,0
San Pedro Bercianos,0
San Pedro De Ceque,0
San Pedro De Gaíllos,0
San Pedro De La Nave-Almendra,0
San Pedro De Latarce,0
San Pedro De Mérida,0
San Pedro De Rozados,0
San Pedro Del Arroyo,0
San Pedro Del Pinatar,20
San Pedro Del Romeral,2
San Pedro Del Valle,0
San Pedro Manrique,0
San Pedro Palmiches,1
San Pelayo,0
San Pelayo De Guareña,0
San Rafael Del Río,1
San Román De Cameros,0
San Román De Hornija,0
San Román De La Cuba,1
San Román De Los Montes,0
San Roque,16
San Roque De Riomiera,1
San Sadurniño,3
San Salvador,0
San Sebastián De La Gomera,0
San Sebastián De Los Ballesteros,0
San Sebastián De Los Reyes,107
San Silvestre De Guzmán,0
San Tirso De Abres,2
San Torcuato,0
San Vicente De Alcántara,1
San Vicente De Arévalo,1
San Vicente De La Barquera,4
San Vicente De La Cabeza,0
San Vicente De La Sonsierra,2
San Vicente Del Palacio,1
San Vicente Del Valle,0
San Vitero,0
San Xoán De Río,0
Sanaüja,0
Sancedo,0
Sanchidrián,1
Sanchonuño,0
Sanchorreja,0
Sanchotello,1
Sanchón De La Ribera,0
Sanchón De La Sagrada,0
Sancti-Spíritus,1
Sandiás,1
Sando,0
Sanet Y Negrals,4
Sangarcía,0
Sangarrén,0
Sangüesa/Zangoza,2
Sanlúcar De Barrameda,1
Sanlúcar De Guadiana,1
Sanlúcar La Mayor,0
Sansol,3
Sant Adrià De Besòs,99
Sant Agustí De Lluçanès,0
Sant Andreu De La Barca,23
Sant Andreu De Llavaneres,3
Sant Andreu Salou,0
Sant Aniol De Finestres,1
Sant Antoni De Portmany,81
Sant Antoni De Vilamajor,0
Sant Bartomeu Del Grau,0
Sant Boi De Llobregat,230
Sant Boi De Lluçanès,0
Sant Cebrià De Vallalta,1
Sant Celoni,4
Sant Climent De Llobregat,14
Sant Climent Sescebes,0
Sant Cugat Del Vallès,226
Sant Cugat Sesgarrigues,0
Sant Esteve De La Sarga,0
Sant Esteve De Palautordera,1
Sant Esteve Sesrovires,3
Sant Feliu De Buixalleu,1
Sant Feliu De Codines,4
Sant Feliu De Guíxols,22
Sant Feliu De Llobregat,75
Sant Feliu De Pallerols,4
Sant Feliu Sasserra,0
Sant Ferriol,1
Sant Fost De Campsentelles,6
Sant Fruitós De Bages,10
Sant Gregori,10
Sant Guim De Freixenet,0
Sant Guim De La Plana,0
Sant Hilari Sacalm,4
Sant Hipòlit De Voltregà,0
Sant Iscle De Vallalta,1
Sant Jaume D'Enveja,0
Sant Jaume De Frontanyà,0
Sant Jaume De Llierca,2
Sant Jaume Dels Domenys,9
Sant Joan,2
Sant Joan D'Alacant,42
Sant Joan De Labritja,35
Sant Joan De Les Abadesses,6
Sant Joan De Mollet,1
Sant Joan De Moró,1
Sant Joan De Vilatorrada,17
Sant Joan Despí,68
Sant Joan Les Fonts,1
Sant Joanet,0
Sant Jordi Desvalls,7
Sant Jordi/San Jorge,0
Sant Josep De Sa Talaia,134
Sant Julià De Cerdanyola,1
Sant Julià De Ramis,6
Sant Julià De Vilatorta,0
Sant Julià Del Llor I Bonmatí,2
Sant Just Desvern,89
Sant Llorenç D'Hortons,2
Sant Llorenç De La Muga,0
Sant Llorenç De Morunys,1
Sant Llorenç Des Cardassar,55
Sant Llorenç Savall,1
Sant Lluís,19
Sant Martí D'Albars,0
Sant Martí De Centelles,0
Sant Martí De Llémena,7
Sant Martí De Riucorb,3
Sant Martí De Tous,1
Sant Martí Sarroca,0
Sant Martí Sesgueioles,0
Sant Martí Vell,0
Sant Mateu,0
Sant Mateu De Bages,1
Sant Miquel De Campmajor,0
Sant Miquel De Fluvià,0
Sant Mori,0
Sant Pau De Segúries,2
Sant Pere De Ribes,28
Sant Pere De Riudebitlles,1
Sant Pere De Torelló,0
Sant Pere De Vilamajor,0
Sant Pere Pescador,2
Sant Pere Sallavinera,5
Sant Pol De Mar,6
Sant Quintí De Mediona,6
Sant Quirze De Besora,0
Sant Quirze Del Vallès,40
Sant Quirze Safaja,0
Sant Ramon,0
Sant Sadurní D'Anoia,22
Sant Sadurní D'Osormort,0
Sant Salvador De Guardiola,0
Sant Vicent Del Raspeig/San Vicente Del Raspeig,139
Sant Vicenç De Castellet,2
Sant Vicenç De Montalt,7
Sant Vicenç De Torelló,1
Sant Vicenç Dels Horts,138
Santa Amalia,1
Santa Ana,0
Santa Ana De Pusa,1
Santa Ana La Real,0
Santa Brígida,0
Santa Bàrbara,0
Santa Bárbara De Casa,0
Santa Cecilia,0
Santa Cecilia Del Alcor,0
Santa Cecília De Voltregà,0
Santa Cilia,1
Santa Clara De Avedillo,0
Santa Coloma,1
Santa Coloma De Cervelló,60
Santa Coloma De Farners,1
Santa Coloma De Gramenet,326
Santa Coloma De Queralt,3
Santa Colomba De Curueño,0
Santa Colomba De Las Monjas,0
Santa Colomba De Somoza,1
Santa Comba,4
Santa Cristina D'Aro,5
Santa Cristina De La Polvorosa,0
Santa Cristina De Valmadrigal,1
Santa Croya De Tera,0
Santa Cruz De Bezana,25
Santa Cruz De Boedo,0
Santa Cruz De Grío,0
Santa Cruz De La Palma,0
Santa Cruz De La Salceda,0
Santa Cruz De La Serós,0
Santa Cruz De La Sierra,0
Santa Cruz De La Zarza,0
Santa Cruz De Los Cáñamos,0
Santa Cruz De Marchena,1
Santa Cruz De Moncayo,0
Santa Cruz De Moya,1
Santa Cruz De Mudela,1
Santa Cruz De Nogueras,0
Santa Cruz De Paniagua,0
Santa Cruz De Pinares,0
Santa Cruz De Tenerife,0
Santa Cruz De Yanguas,0
Santa Cruz Del Comercio,0
Santa Cruz Del Retamar,0
Santa Cruz Del Valle,0
Santa Cruz Del Valle Urbión,0
Santa Elena,0
Santa Elena De Jamuz,0
Santa Engracia Del Jubera,0
Santa Eufemia,0
Santa Eufemia Del Arroyo,0
Santa Eufemia Del Barco,0
Santa Eugènia,17
Santa Eugènia De Berga,0
Santa Eulalia,3
Santa Eulalia Bajera,0
Santa Eulalia De Gállego,0
Santa Eulalia De Oscos,0
Santa Eulàlia De Riuprimer,0
Santa Eulàlia De Ronçana,6
Santa Eulària Des Riu,105
Santa Fe,27
Santa Fe De Mondújar,0
Santa Fe Del Penedès,0
Santa Gadea Del Cid,0
Santa Inés,0
Santa Llogaia D'Àlguema,1
Santa Lucía De Tirajana,0
Santa Magdalena De Pulpis,0
Santa Margalida,17
Santa Margarida De Montbui,6
Santa Margarida I Els Monjos,4
Santa Maria D'Oló,1
Santa Maria De Besora,0
Santa Maria De Martorelles,2
Santa Maria De Merlès,2
Santa Maria De Miralles,0
Santa Maria De Palautordera,6
Santa Marina Del Rey,0
Santa Marta,0
Santa Marta De Magasca,0
Santa Marta De Tormes,24
Santa Marta Del Cerro,0
Santa María De Cayón,5
Santa María De Dulcis,0
Santa María De Guía De Gran Canaria,0
Santa María De Huerta,0
Santa María De La Alameda,17
Santa María De La Isla,0
Santa María De La Vega,0
Santa María De Las Hoyas,0
Santa María De Los Caballeros,1
Santa María De Los Llanos,0
Santa María De Ordás,0
Santa María De Sando,1
Santa María De Valverde,0
Santa María Del Arroyo,0
Santa María Del Berrocal,0
Santa María Del Campo,1
Santa María Del Campo Rus,0
Santa María Del Camí,9
Santa María Del Cubillo,0
Santa María Del Invierno,2
Santa María Del Mercadillo,1
Santa María Del Monte De Cea,0
Santa María Del Páramo,1
Santa María Del Tiétar,1
Santa María Del Val,0
Santa María La Real De Nieva,2
Santa María Rivarredonda,2
Santa Olalla,0
Santa Olalla De Bureba,0
Santa Olalla Del Cala,4
Santa Oliva,6
Santa Pau,8
Santa Perpètua De Mogoda,30
Santa Pola,40
Santa Susanna,6
Santa Úrsula,0
Santacara,2
Santaella,1
Santaliestra Y San Quílez,0
Santander,489
Santanyí,50
Santas Martas,1
Santed,4
Santervás De Campos,0
Santervás De La Vega,0
Santiago De Alcántara,1
Santiago De Calatrava,0
Santiago De Compostela,323
Santiago De La Puebla,0
Santiago Del Campo,1
Santiago Del Collado,1
Santiago Del Teide,0
Santiago Del Tormes,1
Santiago Millas,0
Santiago-Pontones,0
Santibáñez De Béjar,0
Santibáñez De Ecla,0
Santibáñez De Esgueva,0
Santibáñez De La Peña,2
Santibáñez De La Sierra,0
Santibáñez De Tera,0
Santibáñez De Valcorba,0
Santibáñez De Vidriales,0
Santibáñez Del Val,1
Santibáñez El Alto,0
Santibáñez El Bajo,1
Santillana Del Mar,12
Santiponce,4
Santiso,5
Santisteban Del Puerto,1
Santiurde De Reinosa,2
Santiurde De Toranzo,0
Santiuste,0
Santiuste De Pedraza,0
Santiuste De San Juan Bautista,0
Santiz,1
Santo Adriano,8
Santo Domingo De La Calzada,1
Santo Domingo De Las Posadas,0
Santo Domingo De Pirón,1
Santo Domingo De Silos,2
Santo Domingo-Caudilla,2
Santo Tomé,1
Santo Tomé De Zabarcos,0
Santo Tomé Del Puerto,0
Santomera,18
Santorcaz,1
Santovenia,1
Santovenia De La Valdoncina,1
Santovenia De Pisuerga,4
Santoyo,0
Santoña,5
Santpedor,2
Santurde De Rioja,0
Santurdejo,0
Santurtzi,34
Sanxenxo,10
Sanzoles,0
Sardón De Duero,0
Sardón De Los Frailes,0
Sargentes De La Lora,0
Sariego,0
Sariegos,7
Sariñena,0
Saro,0
Sarracín,1
Sarral,0
Sarreaus,0
Sarria,5
Sarrià De Ter,11
Sarriés/Sartze,1
Sarrión,0
Sarroca De Bellera,1
Sarroca De Lleida,1
Sartaguda,2
Sartajada,1
Sasamón,1
Saucedilla,0
Saucelle,1
Sauquillo De Cabezas,0
"Saus, Camallera I Llampaies",0
Savallà Del Comtat,1
Sax,1
Sayalonga,2
Sayatón,0
Saúca,0
Sebúlcor,0
Secastilla,0
Sedaví,8
Sedella,0
Sediles,0
Segart,0
Segorbe,0
Segovia,163
Segura,0
Segura De La Sierra,0
Segura De León,1
Segura De Los Baños,0
Segura De Toro,0
Segurilla,0
Seira,0
Selas,1
Selaya,2
Sella,1
Sellent,0
Selva,8
Semillas,0
Sempere,0
Sena,0
Sena De Luna,1
Senan,0
Sencelles,9
Senija,0
Seno,0
Senterada,0
Sentmenat,12
Senyera,0
Senés,2
Senés De Alcubierre,0
Sepulcro-Hilario,0
Sepúlveda,1
Sequera De Fresno,0
Sequeros,1
Serinyà,1
Serra,5
Serra De Daró,0
Serrada,2
Serradilla,0
Serradilla Del Arroyo,0
Serradilla Del Llano,1
Serranillos,0
Serranillos Del Valle,2
Serrato,0
Serrejón,0
Seròs,0
Serón,0
Serón De Nágima,0
Ses Salines,7
Sesa,1
Seseña,2
Sesma,1
Sestao,35
Sestrica,0
Sesué,0
Setcases,0
Setenil De Las Bodegas,0
Setiles,0
Seva,2
Sevilla,419
Sevilla La Nueva,20
Sevilleja De La Jara,0
Sidamon,2
Sienes,0
Siero,32
Sierra De Aralar,0
Sierra De Fuentes,1
Sierra De Lokiz,0
Sierra De Luna,0
Sierra De Yeguas,1
Sierra Engarcerán,0
Sierro,0
Siete Aguas,0
Siete Iglesias De Trabancos,0
Sieteiglesias De Tormes,0
Sigeres,0
Sigüenza,1
Sigüés,4
Siles,1
Silla,9
Silleda,0
Sils,1
Simancas,17
Simat De La Valldigna,0
Sinarcas,0
Sineu,2
Singra,0
Sinlabajos,0
Siruela,0
Sisamón,0
Sisante,0
Sitges,82
Siurana,1
Siétamo,1
Soba,4
Sober,0
Sobradiel,1
Sobradillo,1
Sobrado,3
Sobremunt,0
Sobrescobio,0
Socovos,1
Socuéllamos,0
Sojuela,0
Solana De Los Barros,0
Solana De Rioalmar,0
Solana De Ávila,0
Solana Del Pino,0
Solanillos Del Extremo,0
Solarana,1
Solera De Gabaldón,0
Soliedra,0
Solivella,0
Sollana,0
Solosancho,0
Solsona,3
Solórzano,2
Somiedo,3
Somolinos,0
Somontín,0
Somosierra,3
Son Servera,47
Soncarazo,0
Sondika,10
Soneja,0
Sonseca,0
Sopeira,1
Sopela,16
Soportújar,1
Sopuerta,31
Sora,0
Soraluze-Placencia De Las Armas,5
Sorbas,1
Sordillos,0
Soria,9
Soriguera,2
Sorihuela,2
Sorihuela Del Guadalimar,1
Sorlada,1
Sort,1
Sorvilán,1
Sorzano,0
Sos Del Rey Católico,0
Soses,0
Sot De Chera,0
Sot De Ferrer,1
Sotalbo,0
Sotillo,0
Sotillo De La Adrada,0
Sotillo De La Ribera,0
Sotillo De Las Palomas,0
Sotillo Del Rincón,0
Soto De Cerrato,0
Soto De La Vega,0
Soto Del Barco,2
Soto Del Real,19
Soto En Cameros,0
Soto Y Amío,0
Sotobañado Y Priorato,0
Sotodosos,0
Sotorribas,0
Sotosalbos,0
Sotoserrano,1
Sotragero,1
Sotresgudo,1
Sotés,0
Soutomaior,3
Suances,15
Subirats,0
Sudanell,3
Sueca,3
Suellacabras,0
Sueras/Suera,0
Suflí,0
Sukarrieta,2
Sumacàrcer,0
Sunbilla,2
Sunyer,0
Susinos Del Páramo,0
Susqueda,0
Sádaba,0
Sástago,0
Sóller,15
Súria,1
Tabanera De Cerrato,0
Tabanera De Valdavia,0
Tabanera La Luenga,0
Tabera De Abajo,0
Tabernas,5
Taberno,0
Taboada,0
Taboadela,0
Tabuenca,0
Tacoronte,0
Tafalla,6
Tagamanent,1
Tahal,1
Tajahuerce,0
Tajueco,0
Talamanca,0
Talamanca De Jarama,3
Talamantes,0
Talarn,3
Talarrubias,1
Talavera,2
Talavera De La Reina,172
Talavera La Real,0
Talaveruela De La Vera,0
Talaván,0
Talayuela,0
Talayuelas,0
Tales,0
Talveila,0
Tamajón,0
Tamames,1
Tamarite De Litera,1
Tamariz De Campos,1
Tamarón,0
Tamurejo,0
Tapia,0
Tapioles,0
Taradell,0
Taragudo,0
Taramundi,11
Tarancón,0
Taravilla,0
Tarazona,1
Tarazona De Guareña,0
Tarazona De La Mancha,0
Tardajos,2
Tardelcuende,0
Tardienta,0
Tardáguila,1
Tariego De Cerrato,0
Tarifa,6
Taroda,0
Tarragona,319
Tarroja De Segarra,1
Tarrés,0
Tartanedo,0
Tauste,0
Tavernes Blanques,5
Tavernes De La Valldigna,2
Tavertet,0
Tavèrnoles,0
Tazacorte,0
Teba,0
Tegueste,0
Teguise,0
Teià,0
Tejada,0
Tejadillos,0
Tejado,0
Tejeda,0
Tejeda De Tiétar,1
Tejeda Y Segoyuela,0
Telde,0
Tella-Sin,1
Tembleque,1
Tendilla,1
Tenebrón,0
Teo,30
Teresa,0
Teresa De Cofrentes,1
Teror,0
Terque,1
Terrades,0
Terradillos,3
Terradillos De Esgueva,0
Terrassa,147
Terrateig,0
Terrer,0
Terriente,0
Terrinches,0
Terroba,0
Teruel,43
Terzaga,0
Teulada,7
Teverga,6
Tiana,64
Tibi,0
Tiebas-Muruarte De Reta,3
Tiedra,0
Tielmes,5
Tierga,0
Tierz,0
Tierzo,0
Tijarafe,0
Tinajas,1
Tinajo,0
Tineo,2
Tinieblas De La Sierra,0
Tirapu,1
Tirgo,0
Titaguas,0
Titulcia,1
Tiurana,0
Tivenys,0
Tivissa,0
Tiétar,0
Tiñosillos,0
Tobar,0
Tobarra,1
Tobed,0
Tobía,0
Tocina,2
Todolella,0
Toga,0
Tolbaños,0
Toledo,237
Tollos,0
Tolocirio,1
Tolosa,13
Tolox,0
Tolva,0
Tomares,19
Tomelloso,1
Tomiño,27
Tona,12
Topas,0
Toques,0
Toral De Los Guzmanes,0
Toral De Los Vados,0
Tordehumos,0
Tordellego,0
Tordelrábano,0
Tordera,2
Tordesillas,0
Tordesilos,0
Tordillos,0
Tordoia,0
Tordómar,1
Torelló,4
Toreno,1
Torija,0
Toril,0
Toril Y Masegoso,0
Torla-Ordesa,7
